id_str,created_at,retweeted_status.user.screen_name,text,entities.user_mentions.0.screen_name,entities.hashtags.0.text,entities.hashtags.1.text,entities.hashtags.2.text,entities.urls.0.url,entities.media.0.media_url,retweet_count
643462063927504896,Mon Sep 14 16:31:25 +0000 2015,UNICEFmena,"RT @UNICEFmena: 1st grader waits for her turn in school bags distribution at school in #Damascus 
©UNICEF/Razan Rashidi http://t.co/2vtPdFM…",UNICEFmena,Damascus,"","","",http://pbs.twimg.com/media/CO3CWvLVEAAHe_U.jpg,94
643461988895449088,Mon Sep 14 16:31:07 +0000 2015,"",.@UN urges Pacific Islanders &amp; governments to prepare for a looming El Niño emergency http://t.co/VEttnymXZP @UNICEFmedia,UN,"","","",http://t.co/VEttnymXZP,"",77
643456937368125440,Mon Sep 14 16:11:03 +0000 2015,UNICEFiraq,RT @UNICEFiraq: UNICEF-supported 'Kids Giving Hope to Kids' programme in #Iraq connects children in conflict zones through art. http://t.co…,UNICEFiraq,Iraq,"","","",http://pbs.twimg.com/ext_tw_video_thumb/643341720118263809/pu/img/JwyNslO295Y6t0LC.jpg,104
643452336795484160,Mon Sep 14 15:52:46 +0000 2015,"",".@UN: Asia-Pacific region has made significant progress to eliminate #HIV &amp; syphilis, but more needs to be done http://t.co/RuXzHJwzuq",UN,HIV,"","",http://t.co/RuXzHJwzuq,"",63
643443990533115904,Mon Sep 14 15:19:36 +0000 2015,"",Finalists selected in our global #wearablesforgood design challenge http://t.co/Ii3kY3BfFK @UNICEFInnovate,UNICEFinnovate,wearablesforgood,"","",http://t.co/Ii3kY3BfFK,"",55
643424985088815104,Mon Sep 14 14:04:05 +0000 2015,"","Ibrahim, 10, does his homework in a temporary caravan http://t.co/zhziKS3UVa @UNICEFpalestine http://t.co/U6fwJXbnZT",UNICEFpalestine,"","","",http://t.co/zhziKS3UVa,http://pbs.twimg.com/media/COp0T-GW8AA6V1Z.jpg,109
643412655185616896,Mon Sep 14 13:15:05 +0000 2015,"","“I’m just trying to collect what I can carry for my mother” Abdulstar, displaced in Sa'ada, #Yemen. @UNICEF_Yemen http://t.co/SXJj8vAtn2",UNICEF_Yemen,Yemen,"","","",http://pbs.twimg.com/media/COpvkCZWsAAnIw6.jpg,148
643386489787645953,Mon Sep 14 11:31:07 +0000 2015,"","In Sub-Saharan Africa, 1 child in 12 dies before age 5. In high income countries it’s 1 in 147 http://t.co/D9eWqk8xO6  #Promise4Children","",Promise4Children,"","",http://t.co/D9eWqk8xO6,"",117
643348727353077761,Mon Sep 14 09:01:04 +0000 2015,"","""When I grow up, I want to be an engineer &amp; make fine cars."" Abu, 10, #SierraLeone. @UNICEFSL http://t.co/yx4CXaH2Dv",UNICEFSL,SierraLeone,"","","",http://pbs.twimg.com/media/COprmumWIAAtW1t.jpg,196
643303439418593281,Mon Sep 14 06:01:06 +0000 2015,"",Since 2000 lives of nearly 50m children under 5 have been saved http://t.co/D9eWqk8xO6 http://t.co/xiFFJtOAOX,"","","","",http://t.co/D9eWqk8xO6,http://pbs.twimg.com/media/COprWvOWEAIxbLC.jpg,195
643276994415738880,Mon Sep 14 04:16:01 +0000 2015,"",Calling all teachers to sign up to @TheWorldsLesson! Free resources to run a lesson on the #GlobalGoals http://t.co/3i5m65lVsH,TheWorldsLesson,GlobalGoals,"","",http://t.co/3i5m65lVsH,"",130
643260095741194240,Mon Sep 14 03:08:52 +0000 2015,"",Congrats to our newest Goodwill Ambassador @DjokerNole on his #USOpen triumph! #TeamUNICEF,DjokerNole,USOpen,TeamUNICEF,"","","",210
643243043013836800,Mon Sep 14 02:01:06 +0000 2015,"",Experience the emotional journey of six brave mothers living with #HIV: http://t.co/b6JvLGY2on    @GlobalFund #Promise4Children,GlobalFund,HIV,Promise4Children,"",http://t.co/b6JvLGY2on,"",86
643215863143751680,Mon Sep 14 00:13:06 +0000 2015,"","In #Haiti’s cholera crisis, #breastfeeding is the best protection for children http://t.co/qCfdRk6eHu  #Promise4Children","",Haiti,breastfeeding,Promise4Children,http://t.co/qCfdRk6eHu,"",114
643185149497118720,Sun Sep 13 22:11:04 +0000 2015,"",Children in countries affected by humanitarian crises comprise a significant portion of world’s most disadvantaged http://t.co/C6s8Z9ako6,"","","","","",http://pbs.twimg.com/media/COpsR4kXAAEAlE2.jpg,439
643152429710573568,Sun Sep 13 20:01:03 +0000 2015,"",In the last 25 yrs the number of children who die before age 5 has decreased by more than half #Promise4Children http://t.co/5O7W7XlJq0,"",Promise4Children,"","","",http://pbs.twimg.com/media/COppKdtWoAA6EDa.jpg,298
643122248589578241,Sun Sep 13 18:01:07 +0000 2015,"",The struggle to reach #childrenofsyria like baby Youssef with quality nutrition http://t.co/HNxBqbsA5N  #Syria,"",childrenofsyria,Syria,"",http://t.co/HNxBqbsA5N,"",116
643094561896595456,Sun Sep 13 16:11:06 +0000 2015,"","Since 1990, the world has cut both the rate &amp; number of under-5 deaths by more than half 
#Promise4Children http://t.co/sltVFVjill","",Promise4Children,"","","",http://pbs.twimg.com/media/COpX-hPWcAAenzR.jpg,184
643065359826726912,Sun Sep 13 14:15:04 +0000 2015,"","“I want to learn and become successful” Khadija, 13. #childrenofsyria get ready to go back to school: http://t.co/g4o0lyLacF","",childrenofsyria,"","",http://t.co/g4o0lyLacF,"",136
643033899480670208,Sun Sep 13 12:10:03 +0000 2015,"",Experienced in social media &amp; youth engagement? We’re seeking a @voicesofyouth coordinator http://t.co/vfvIKoFcTm  #jobs,voicesofyouth,jobs,"","",http://t.co/vfvIKoFcTm,"",115
643002206438887424,Sun Sep 13 10:04:07 +0000 2015,"","Summer clubs in Aleppo are helping #childrenofsyria like Shahed, 8, catch up on school http://t.co/jZhBaJI5Nj http://t.co/24TEdP64rA","",childrenofsyria,"","",http://t.co/jZhBaJI5Nj,http://pbs.twimg.com/media/COpqqxSWcAAPGiR.jpg,147
642941044623998976,Sun Sep 13 06:01:04 +0000 2015,"","Shocking. In 2015, 5.9m children under 5 will die - that’s 11 children every minute #Promise4Children http://t.co/rYrrQoW3Zd","",Promise4Children,"","","",http://pbs.twimg.com/media/COpotD9WcAUwBPp.jpg,395
642914359665033216,Sun Sep 13 04:15:02 +0000 2015,"",“I never imagined doing this” What this girl in Sierra Leone does after losing her parents to #Ebola will inspire you http://t.co/iqdVRrZhbt,"",Ebola,"","",http://t.co/iqdVRrZhbt,"",109
642883165032329222,Sun Sep 13 02:11:05 +0000 2015,"",94m children will die in next 15 yrs if child mortality rates stay at today’s levels: http://t.co/D9eWqk8xO6  #Promise4Children,"",Promise4Children,"","",http://t.co/D9eWqk8xO6,"",212
642853957069504513,Sun Sep 13 00:15:01 +0000 2015,"",Children in #CAR are enjoying clean water thanks to a new manual drilling system: http://t.co/0seWIumXjB http://t.co/vtgNzbtq2W,"",CAR,"","",http://t.co/0seWIumXjB,http://pbs.twimg.com/media/COpYRUTWsAAlAGS.jpg,248
642823756914667520,Sat Sep 12 22:15:01 +0000 2015,"",Experienced in social media &amp; youth engagement? We’re seeking a @voicesofyouth coordinator http://t.co/vfvIKoFcTm  #jobs,voicesofyouth,jobs,"","",http://t.co/vfvIKoFcTm,"",89
642793559016366081,Sat Sep 12 20:15:01 +0000 2015,"",How one girl survived life in an armed group in #CAR: http://t.co/phvKJpR4Sz #CARcrisis,"",CAR,CARcrisis,"",http://t.co/phvKJpR4Sz,"",66
642763369913585664,Sat Sep 12 18:15:04 +0000 2015,"","In #Nigeria, treating children like Muhammad, 6 months, who suffer from malnutrition http://t.co/KXLwUGDXSl #Promise4Children","",Nigeria,Promise4Children,"",http://t.co/KXLwUGDXSl,"",128
642733169318342657,Sat Sep 12 16:15:03 +0000 2015,"",Abdulrahman is among the more than 1.3m people forced to flee their homes in war-torn #Yemen http://t.co/W0Y6QoV9ZW,"",Yemen,"","","",http://pbs.twimg.com/media/COoWM3TW8AAN1nK.jpg,274
642702983319318534,Sat Sep 12 14:15:06 +0000 2015,"","Development must target millions of children affected by humanitarian crises, says our Exec Dir Tony Lake http://t.co/A18mnEHniD @guardian",guardian,"","","",http://t.co/A18mnEHniD,"",131
642686623210041344,Sat Sep 12 13:10:06 +0000 2015,"","“I’m just trying to collect what I can carry for my mother” Abdulstar, displaced in Sa'ada, #Yemen. @UNICEF_Yemen http://t.co/Lx3dRZQF5r",UNICEF_Yemen,Yemen,"","","",http://pbs.twimg.com/media/COpvfxvWUAAuECZ.jpg,279
642671515054399489,Sat Sep 12 12:10:04 +0000 2015,"",Peace. That’s what #SouthSudan children internally displaced by conflict are calling for. @unicefssudan http://t.co/a4Uohq14ie,unicefssudan,SouthSudan,"","","",http://pbs.twimg.com/media/COpoTryW8AACEui.jpg,264
642642574419726336,Sat Sep 12 10:15:04 +0000 2015,"",Support is needed for the more than 18k children who have lost one or both parents to #Ebola http://t.co/xBkcXvLU5J  #EbolaResponse,"",Ebola,EbolaResponse,"",http://t.co/xBkcXvLU5J,"",128
642597271142449152,Sat Sep 12 07:15:02 +0000 2015,"",Children are more than labels http://t.co/pBiQwG6ckg  #refugeecrisis #migrantcrisis,"",refugeecrisis,migrantcrisis,"",http://t.co/pBiQwG6ckg,"",149
642567092105969664,Sat Sep 12 05:15:07 +0000 2015,"","In Sub-Saharan Africa, 1 child in 12 dies before age 5. In high income countries it’s 1 in 147 http://t.co/D9eWqk8xO6  #Promise4Children","",Promise4Children,"","",http://t.co/D9eWqk8xO6,"",153
642536872523120641,Sat Sep 12 03:15:02 +0000 2015,"",Waiting to board a train – this little boy’s dangerous journey's not finished yet. @UNICEF_uk #refugeecrisis http://t.co/nxmORyM0BJ,UNICEF_uk,refugeecrisis,"","","",http://pbs.twimg.com/media/COoUKQyW8AA4HTd.jpg,268
642523548439855105,Sat Sep 12 02:22:06 +0000 2015,"",With @WHO we’re calling for urgent action to stop the spread polio in Ukraine @UNICEF_UA #endpolio http://t.co/8suwcptc5t,WHO,endpolio,"","","",http://pbs.twimg.com/media/COpu-3BWoAImP03.jpg,143
642514245058367488,Sat Sep 12 01:45:08 +0000 2015,"","“I'm happy I’ll be going into class” Samuel, 7, is going to school for the first time in Sierra Leone. @UNICEFSL http://t.co/cs6WURfFDW",UNICEFSL,"","","","",http://pbs.twimg.com/media/COpx8RGWcAAOEsB.jpg,257
642506679364390912,Sat Sep 12 01:15:04 +0000 2015,"","We must tap into the power of water to reach #GlobalGoals, says Deputy UNSG Jan Elliason http://t.co/zzY5E2cVfW via @HuffPostImpact",HuffPostImpact,GlobalGoals,"","",http://t.co/zzY5E2cVfW,"",87
642491585003806720,Sat Sep 12 00:15:05 +0000 2015,"","“We sing with the teacher but I wish we had a piano or a keyboard” Shahed, 8. #childrenofsyria http://t.co/uE5onbeQ2C","",childrenofsyria,"","","",http://pbs.twimg.com/media/COo8VtAWEAQW20x.jpg,136
642476497295446016,Fri Sep 11 23:15:08 +0000 2015,"",Women &amp; children in Aweil at launch of new @UNICEF/@WFP nutrition plan. @unmissmedia @unicefssudan http://t.co/JOEBkT855L,UNICEF,"","","","",http://pbs.twimg.com/media/COo7MWmWEAAFE2y.jpg,105
642461395062095872,Fri Sep 11 22:15:07 +0000 2015,"","Meet Kulwa, a young woman attacked for having #albinism. Millions of you saw her story, here's her heartfelt response http://t.co/1pERRxt0SM","",albinism,"","",http://t.co/1pERRxt0SM,"",84
642451076206063616,Fri Sep 11 21:34:07 +0000 2015,"",How can the #datarevolution contribute to results for children? Find out http://t.co/LsI2I9Sndj  #data2015,"",datarevolution,data2015,"",http://t.co/LsI2I9Sndj,"",74
642435890632130560,Fri Sep 11 20:33:46 +0000 2015,UNICEFData,RT @UNICEFData: Join us now at http://t.co/PBeTfknTy6 for #data2015 keynote with @HansRosling,UNICEFData,data2015,"","",http://t.co/PBeTfknTy6,"",23
642431195553226752,Fri Sep 11 20:15:07 +0000 2015,"",How one girl survived life in an armed group in #CAR: http://t.co/phvKJpR4Sz #CARcrisis,"",CAR,CARcrisis,"",http://t.co/phvKJpR4Sz,"",72
642416081970135041,Fri Sep 11 19:15:04 +0000 2015,"",Peace. That’s what #SouthSudan children internally displaced by conflict are calling for. @unicefssudan http://t.co/QvKBYiQLMx,unicefssudan,SouthSudan,"","","",http://pbs.twimg.com/media/COo7uReWsAAgVCX.jpg,248
642406703250718720,Fri Sep 11 18:37:48 +0000 2015,HansRosling,RT @HansRosling: My keynote at @UNICEF in NY 16:30 EDT tells that worst data gaps are for children in greatest need. Watch: http://t.co/7LS…,HansRosling,data2015,"","",http://t.co/7LSJ4rACOM,"",105
642400995410972672,Fri Sep 11 18:15:07 +0000 2015,"",Pondering 4th grade math problems in class with Jana (left) &amp; her friends. http://t.co/g4o0lyLacF #childrenofsyria http://t.co/hygowtWmVO,"",childrenofsyria,"","",http://t.co/g4o0lyLacF,http://pbs.twimg.com/media/COo8r6TW8AALkz9.jpg,85
642397293845450752,Fri Sep 11 18:00:24 +0000 2015,"",Data. The most effective way to measure what is needed to tackle inequity among children  http://t.co/KETyzknNiU #data2015,"",data2015,"","",http://t.co/KETyzknNiU,"",62
642389711881789440,Fri Sep 11 17:30:16 +0000 2015,"",“We cannot fail these people” @QueenRania on taking action for #refugeecrisis http://t.co/0gRtTbYypR via @cnni,QueenRania,refugeecrisis,"","",http://t.co/0gRtTbYypR,"",133
642388768423575552,Fri Sep 11 17:26:32 +0000 2015,MiaFarrow,RT @MiaFarrow: UNICEF urges European leaders to quickly turn commitments for refugees and migrants into action for children http://t.co/Bq1…,MiaFarrow,"","","",http://t.co/Bq1rUa74ti,"",96
642374825218932740,Fri Sep 11 16:31:07 +0000 2015,"",We must reach the most vulnerable children with interventions that can save their lives: http://t.co/D9eWqk8xO6 http://t.co/3bczTamdVY,"","","","",http://t.co/D9eWqk8xO6,http://pbs.twimg.com/media/COoXA6xWEAAo1ze.jpg,161
642359516948926464,Fri Sep 11 15:30:17 +0000 2015,"","Development must target millions of children affected by humanitarian crises, says our Exec Dir Tony Lake http://t.co/A18mnEHniD @guardian",guardian,"","","",http://t.co/A18mnEHniD,"",114
642349889549021184,Fri Sep 11 14:52:02 +0000 2015,UNICEFCambodia,"RT @UNICEFCambodia: From 2000 to 2014, infant mortality declined 70% in Cambodia. But many infants still die of preventable diseases http:/…",UNICEFCambodia,"","","","",http://pbs.twimg.com/media/COlzwBXUsAAUWYe.jpg,97
642349396168867840,Fri Sep 11 14:50:04 +0000 2015,"",Don’t take numbers for granted: How data is key to action for children. http://t.co/KETyzknNiU #data2015,"",data2015,"","",http://t.co/KETyzknNiU,"",76
642344373254930432,Fri Sep 11 14:30:07 +0000 2015,"",How can the #datarevolution contribute to results for children? Find out http://t.co/LsI2I9Sndj   #data2015,"",datarevolution,data2015,"",http://t.co/LsI2I9Sndj,"",49
642333491821215744,Fri Sep 11 13:46:53 +0000 2015,"",EU leaders must turn commitments to action for refugee and migrant children http://t.co/fRiUaJqOjN #refugeecrisis http://t.co/qdViC06Ll9,"",refugeecrisis,"","",http://t.co/fRiUaJqOjN,http://pbs.twimg.com/media/COoG6DZUAAAVY-R.jpg,254
642330720841695232,Fri Sep 11 13:35:52 +0000 2015,"",NOW! How can the #datarevolution contribute to results for children? Tune into the live-stream http://t.co/liFjWNYldR  #data2015 @UNICEFData,UNICEFData,datarevolution,data2015,"",http://t.co/liFjWNYldR,"",63
642329268786081796,Fri Sep 11 13:30:06 +0000 2015,"","“When you hear shooting...what do you do?” Shayma, 14, talks to her classmates about #Yemen conflict http://t.co/wiO5yDgN3w","",Yemen,"","",http://t.co/wiO5yDgN3w,"",72
642319880331657216,Fri Sep 11 12:52:47 +0000 2015,UNICEFData,RT @UNICEFData: How to ensure that #datarevolution contributes to results for children? Join @UNICEF’s dataforum at 9AM EDT http://t.co/vnE…,UNICEFData,datarevolution,data2015,"",http://t.co/vnE9TlupDa,"",24
642314187432050688,Fri Sep 11 12:30:10 +0000 2015,"","Summer clubs in Aleppo are helping #childrenofsyria like Shahed, 8, catch up on school http://t.co/jZhBaJI5Nj http://t.co/n1zish0OAt","",childrenofsyria,"","",http://t.co/jZhBaJI5Nj,http://pbs.twimg.com/media/COkbZkOW8AA56XD.jpg,103
642299320616620032,Fri Sep 11 11:31:06 +0000 2015,"","“I was armed with a gun. I could do anything,” says Isma after her release from an armed group during #CARcrisis http://t.co/phvKJpR4Sz","",CARcrisis,"","",http://t.co/phvKJpR4Sz,"",51
642276663783325697,Fri Sep 11 10:01:04 +0000 2015,"","In Sub-Saharan Africa, 1 child in 12 dies before age 5. In high income countries it’s 1 in 147 http://t.co/D9eWqk8xO6  #Promise4Children","",Promise4Children,"","",http://t.co/D9eWqk8xO6,"",136
642231373848166401,Fri Sep 11 07:01:06 +0000 2015,"","Since 1990, the world has cut both the rate &amp; number of under-5 deaths by more than half 
#Promise4Children http://t.co/BCWGNzYYGH","",Promise4Children,"","","",http://pbs.twimg.com/media/COkXbJfXAAEu5w3.jpg,168
642201159541719040,Fri Sep 11 05:01:02 +0000 2015,"",Child #refugeecrisis will only grow if humanitarian needs in Syria and region not met http://t.co/YtlCpdBy7C http://t.co/Qgt5EV3gVD,"",refugeecrisis,"","",http://t.co/YtlCpdBy7C,http://pbs.twimg.com/media/COkmCheWEAAMEPw.jpg,297
642189603424727041,Fri Sep 11 04:15:07 +0000 2015,"",“I never imagined doing this” What this girl in Sierra Leone does after losing her parents to #Ebola will inspire you http://t.co/iqdVRrZhbt,"",Ebola,"","",http://t.co/iqdVRrZhbt,"",90
642175261971120128,Fri Sep 11 03:18:08 +0000 2015,"","Simple, cost-effective interventions can prevent most under-5 deaths: http://t.co/D9eWqk8xO6  #Promise4Children http://t.co/zYIrFm3rjI","",Promise4Children,"","",http://t.co/D9eWqk8xO6,http://pbs.twimg.com/media/COkW9kYWwAAlsKy.jpg,97
642159407418114048,Fri Sep 11 02:15:08 +0000 2015,"","“I want to learn and become successful” Khadija, 13. #childrenofsyria get ready to go back to school: http://t.co/g4o0lyLacF","",childrenofsyria,"","",http://t.co/g4o0lyLacF,"",118
642144308666109952,Fri Sep 11 01:15:08 +0000 2015,"",Since April UNICEF &amp; @WFP provided life-saving supplies to 1.8m people displaced by violence in Anbar @UNICEFIraq http://t.co/ghQeUoekrb,WFP,"","","","",http://pbs.twimg.com/media/COj_JE_WgAAfcWu.jpg,138
642129213126938624,Fri Sep 11 00:15:09 +0000 2015,"",Child cash grants in #Lesotho are helping more children enroll in school http://t.co/76S2CevPmo  via @GdnDevelopment,GdnDevelopment,Lesotho,"","",http://t.co/76S2CevPmo,"",78
642121654957572096,Thu Sep 10 23:45:07 +0000 2015,"",6 days to reach 4m - how we’re vaccinating children across war-torn #Yemen http://t.co/S0UDXCPN27 #vaccineswork,"",Yemen,vaccineswork,"",http://t.co/S0UDXCPN27,"",89
642114094825234432,Thu Sep 10 23:15:04 +0000 2015,"",‘Education for All’ means prioritising those left the furthest behind - @UNICEFEducation’s Chief http://t.co/5n5nfi7soa via @huffpostimpact,UNICEFEducation,"","","",http://t.co/5n5nfi7soa,"",109
642106547452047360,Thu Sep 10 22:45:05 +0000 2015,"",Children in #CAR are enjoying clean water thanks to a new manual drilling system: http://t.co/0seWIumXjB http://t.co/0T9siECBVc,"",CAR,"","",http://t.co/0seWIumXjB,http://pbs.twimg.com/media/COkZ_F3WIAQudwX.jpg,170
642097992120426496,Thu Sep 10 22:11:05 +0000 2015,"",94m children will die in next 15 yrs if child mortality rates stay at today’s levels: http://t.co/D9eWqk8xO6 #Promise4Children,"",Promise4Children,"","",http://t.co/D9eWqk8xO6,"",129
642091466697785346,Thu Sep 10 21:45:09 +0000 2015,"",How can the #datarevolution contribute to results for children? Find out http://t.co/LsI2I9Sndj  #data2015,"",datarevolution,data2015,"",http://t.co/LsI2I9Sndj,"",73
642087703241060352,Thu Sep 10 21:30:12 +0000 2015,"",The Best of UNICEF Research 2015 is out! http://t.co/BbA74ykxps @UNICEFInnocenti,UNICEFInnocenti,"","","",http://t.co/BbA74ykxps,"",68
642072607735476224,Thu Sep 10 20:30:13 +0000 2015,"",Turning the camera around: Syrian &amp; Palestinian children show the world through their eyes http://t.co/p6Ewr9URZg via @WashingtonPost,washingtonpost,"","","",http://t.co/p6Ewr9URZg,"",152
642065088963186690,Thu Sep 10 20:00:20 +0000 2015,"",#PhotooftheWeek: A distressed child in FYR Macedonia after crossing border with Greece #refugeecrisis #migrantcrisis http://t.co/V2LtAtMGE3,"",PhotooftheWeek,refugeecrisis,migrantcrisis,"",http://pbs.twimg.com/media/COj-y2XWIAAvtAq.jpg,247
642059996327378945,Thu Sep 10 19:40:06 +0000 2015,"",Experienced in social media &amp; youth engagement? We’re seeking a @voicesofyouth coordinator http://t.co/vfvIKoFcTm #jobs,voicesofyouth,jobs,"","",http://t.co/vfvIKoFcTm,"",87
642052449805598720,Thu Sep 10 19:10:07 +0000 2015,"",Children from poorest households nearly 2X as likely to die before age 5 than those from richest #Promise4Children http://t.co/yxqwCaQPiM,"",Promise4Children,"","","",http://pbs.twimg.com/media/COfZtzcWcAA7Z3V.jpg,197
642048767030599680,Thu Sep 10 18:55:29 +0000 2015,HansRosling,RT @HansRosling: I will join world experts on #data at @UNICEF’s dataforum. Tune into the live-stream tmrw Sep 11 at http://t.co/7LSJ4rACOM…,HansRosling,data,data2015,"",http://t.co/7LSJ4rACOM,"",89
642048318990884864,Thu Sep 10 18:53:42 +0000 2015,unicefusa,"RT @unicefusa: Pleased to see @POTUS accept at least 10,000 #Syrian #refugees next FY. Thank you for making the #RefugeeCrisis a priority.",unicefusa,Syrian,refugees,RefugeeCrisis,"","",78
642046157254864896,Thu Sep 10 18:45:07 +0000 2015,"",The struggle to reach #childrenofsyria like baby Youssef with quality nutrition http://t.co/HNxBqbsA5N #Syria,"",childrenofsyria,Syria,"",http://t.co/HNxBqbsA5N,"",75
642038613228654597,Thu Sep 10 18:15:08 +0000 2015,"",There’s no point going halfway. Let’s tackle inequality &amp; end extreme poverty by 2030: http://t.co/8omauMVDve #GlobalGoals,"",GlobalGoals,"","",http://t.co/8omauMVDve,"",96
642028533523415040,Thu Sep 10 17:35:05 +0000 2015,"","Meet Kulwa, a young woman attacked for having #albinism. Millions of you saw her story, here's her heartfelt response http://t.co/1pERRxt0SM","",albinism,"","",http://t.co/1pERRxt0SM,"",91
642020992563310592,Thu Sep 10 17:05:07 +0000 2015,"","5 flights of emergency supplies delivered to Bentiu, #SouthSudan, incl 20k mosquito nets &amp; 1k blankets @unicefssudan http://t.co/8GHGtmft4h",unicefssudan,SouthSudan,"","","",http://pbs.twimg.com/media/COjXXenWwAAL7Xb.jpg,109
642006394741256192,Thu Sep 10 16:07:07 +0000 2015,"","Shocking. In 2015, 5.9m children under 5 will die - that’s 11 children every minute #Promise4Children http://t.co/SU1r15TAKq","",Promise4Children,"","","",http://pbs.twimg.com/media/COfYpJdWEAE-hfm.jpg,338
641998959351853056,Thu Sep 10 15:37:34 +0000 2015,"","#TBT: A displaced baby girl waiting to continue her journey through #Germany, in 1946. http://t.co/kpY5t2pfgF","",TBT,Germany,"","",http://pbs.twimg.com/media/COjWlPiWsAAAdYI.jpg,220
641989383340584960,Thu Sep 10 14:59:31 +0000 2015,"","""Next school year I will be very good in English” Ahmad from #Iraq http://t.co/jZhBaJZHbT @UNICEFmena http://t.co/pfynLqLBXs",UNICEFmena,Iraq,"","",http://t.co/jZhBaJZHbT,http://pbs.twimg.com/media/COjN7qmWcAEMVcq.jpg,88
641977829027131392,Thu Sep 10 14:13:36 +0000 2015,unicefssudan,RT @unicefssudan: A child is screened for malnutrition at a UNICEF-WFP supported Outpatient Therapeutic Programme in NBeG State. http://t.c…,unicefssudan,"","","","",http://pbs.twimg.com/media/COil02bW8AEGOkM.jpg,95
641974691918311424,Thu Sep 10 14:01:08 +0000 2015,"",In the last 25 yrs the number of children who die before age 5 has decreased by more than half #Promise4Children http://t.co/gNRVVlWT0Q,"",Promise4Children,"","","",http://pbs.twimg.com/media/COi0OIOWEAAtCj_.jpg,191
641962255781875712,Thu Sep 10 13:11:43 +0000 2015,"",Child #refugeecrisis will only grow if humanitarian needs in Syria and region not met http://t.co/YtlCpdjXg4 http://t.co/kLij4xFZIt,"",refugeecrisis,"","",http://t.co/YtlCpdjXg4,http://pbs.twimg.com/media/COi1RR7WEAA_sl_.jpg,297
641957500275851264,Thu Sep 10 12:52:49 +0000 2015,"",Good to see @EU putting children on #refugeecrisis agenda. More than 75% increase of child asylum seekers: http://t.co/sua8ve0jUR,EU,refugeecrisis,"","",http://t.co/sua8ve0jUR,"",92
641944264750927872,Thu Sep 10 12:00:14 +0000 2015,"",We gave Syrian &amp; Palestinian refugee children in Lebanon disposable cameras. This is what they saw http://t.co/Ahikz4GEAG via @Independent,Independent,"","","",http://t.co/Ahikz4GEAG,"",153
641921595926179840,Thu Sep 10 10:30:09 +0000 2015,"",Support is needed for the more than 18k children who have lost one or both parents to #Ebola http://t.co/xBkcXvLU5J #EbolaResponse,"",Ebola,EbolaResponse,"",http://t.co/xBkcXvLU5J,"",112
641898947900903424,Thu Sep 10 09:00:09 +0000 2015,"",“I never imagined doing this” What this girl in Sierra Leone does after losing her parents to #Ebola will inspire you http://t.co/iqdVRrZhbt,"",Ebola,"","",http://t.co/iqdVRrZhbt,"",78
641870238103932928,Thu Sep 10 07:06:04 +0000 2015,"","Since 1990, the world has cut both the rate &amp; number of under-5 deaths by more than half 
#Promise4Children http://t.co/GOgWTw9hUp","",Promise4Children,"","","",http://pbs.twimg.com/media/COfYUkCWcAAnPuZ.jpg,145
641838781801238529,Thu Sep 10 05:01:05 +0000 2015,"",Experience the emotional journey of six brave mothers living with #HIV: http://t.co/b6JvLGY2on    @GlobalFund #Promise4Children,GlobalFund,HIV,Promise4Children,"",http://t.co/b6JvLGY2on,"",79
641823675637854208,Thu Sep 10 04:01:03 +0000 2015,"",Waiting to board a train – this little boy’s dangerous journey's not finished yet. @UNICEF_uk #refugeecrisis http://t.co/ayMzJzHzXn,UNICEF_uk,refugeecrisis,"","","",http://pbs.twimg.com/media/COfdR4cWwAEkfgh.jpg,277
641808359033704448,Thu Sep 10 03:00:11 +0000 2015,"","“I want to learn &amp; become successful” Khadija, 13, #Syria http://t.co/g4o0lyLacF @UNICEFmena #childrenofsyria http://t.co/5QSBdUL01f",UNICEFmena,Syria,childrenofsyria,"",http://t.co/g4o0lyLacF,http://pbs.twimg.com/media/COffZPqWIAITbRf.jpg,193
641794487103041536,Thu Sep 10 02:05:04 +0000 2015,"",The lives of nearly 50m children under 5 have been saved since 2000 #Promise4Children #GlobalGoals http://t.co/1CjV8JslbN,"",Promise4Children,GlobalGoals,"","",http://pbs.twimg.com/media/COfYA9FXAAEoENm.jpg,222
641785685897187328,Thu Sep 10 01:30:05 +0000 2015,"","“Finally I can come to school to learn &amp; play” Mohammed 11, #Syria. @UNICEFmena http://t.co/jZhBaJI5Nj http://t.co/E7RQpuoCo1",UNICEFmena,Syria,"","",http://t.co/jZhBaJI5Nj,http://pbs.twimg.com/media/COfcZlFWUAUUkK4.jpg,151
641774369077772290,Thu Sep 10 00:45:07 +0000 2015,"",These photos by Syrian &amp; Palestinian refugee children show life from their viewpoint http://t.co/p6Ewr9URZg via @washingtonpost,washingtonpost,"","","",http://t.co/p6Ewr9URZg,"",161
641766817879343104,Thu Sep 10 00:15:07 +0000 2015,"",Children are more than labels http://t.co/pBiQwG6ckg #refugeecrisis #migrantcrisis,"",refugeecrisis,migrantcrisis,"",http://t.co/pBiQwG6ckg,"",94
641759270380306434,Wed Sep 09 23:45:08 +0000 2015,"","Simple, cost-effective interventions can prevent most under-5 deaths: http://t.co/D9eWqk8xO6 #Promise4Children http://t.co/x7VSfvV1x5","",Promise4Children,"","",http://t.co/D9eWqk8xO6,http://pbs.twimg.com/media/COfXdTrXAAAvjjH.jpg,211
