name,# followers,followees,location,link,ratio
@jasonpjfan,608,1995,Fort Lauderdale,https://twitter.com/jasonpjfan,0.3047619047619048
@alaoupi,608,1779,Athens Greece,https://twitter.com/alaoupi,0.34176503653738055
@Wantmorefish,608,496,"Bay of Islands, New Zealand",https://twitter.com/Wantmorefish,1.2258064516129032
@hangrockaction,608,1020,"Hanging Rock, Victoria",https://twitter.com/hangrockaction,0.596078431372549
@intertrees,607,1106,Australia,https://twitter.com/intertrees,0.5488245931283906
@sidmasuku,607,1946,south africa midrand ,https://twitter.com/sidmasuku,0.3119218910585817
@ClaireAShannon,607,1986,Canberra,https://twitter.com/ClaireAShannon,0.3056394763343404
@woodfirebear,607,797,"Sydney, Australia",https://twitter.com/woodfirebear,0.7616060225846926
@meagainOZ,607,1999,in the vicinity of my destiny~,https://twitter.com/meagainOZ,0.3036518259129565
@jac_kiwi,606,1979,AUSTRALIA & the PACIFC,https://twitter.com/jac_kiwi,0.3062152602324406
@AmeliaHasson,606,2000,"Brisbane, Queensland",https://twitter.com/AmeliaHasson,0.303
@UrbanFarmersCo,606,1162,Ontario | Canada,https://twitter.com/UrbanFarmersCo,0.5215146299483648
@Belenus13,606,370,,https://twitter.com/Belenus13,1.6378378378378378
@nakedcityguide,606,246,Gold Coast,https://twitter.com/nakedcityguide,2.4634146341463414
@franziskaseel,606,694,Berlin/Germany,https://twitter.com/franziskaseel,0.8731988472622478
@sustainppl,606,1908,Australia,https://twitter.com/sustainppl,0.31761006289308175
@Toonaciliata,605,1848,girt by sea,https://twitter.com/Toonaciliata,0.3273809523809524
@POMIGAP,605,1529,Australia,https://twitter.com/POMIGAP,0.39568345323741005
@meljewell,605,1998,"Melbourne, Australia",https://twitter.com/meljewell,0.3028028028028028
@HikingArtistCom,605,1286,Denmark,https://twitter.com/HikingArtistCom,0.4704510108864697
@ricegrowers,605,161,"Leeton, NSW",https://twitter.com/ricegrowers,3.7577639751552794
@angusmrobinson,605,1134,"Sydney, Australia",https://twitter.com/angusmrobinson,0.5335097001763669
@salonbeautymark,604,1945,"Toronto, Ontario",https://twitter.com/salonbeautymark,0.31053984575835475
@Justin_P_Foster,604,2001,"Melbourne, Australia",https://twitter.com/Justin_P_Foster,0.30184907546226886
@_JamesMeldrum,604,1222,"Melbourne, Australia",https://twitter.com/_JamesMeldrum,0.49427168576104746
@ChrisVella2,604,1023,"Dundas Valley, NSW",https://twitter.com/ChrisVella2,0.5904203323558163
@sunny2z,604,2001,,https://twitter.com/sunny2z,0.30184907546226886
@lacostevenson,604,440,sydney,https://twitter.com/lacostevenson,1.3727272727272728
@gborne1,603,2003,"Plymouth, UK",https://twitter.com/gborne1,0.30104842735896153
@Orangepoppy2000,603,1373,Bellingen,https://twitter.com/Orangepoppy2000,0.43918426802621996
@gaelia47,603,1048,Coffs Harbour NSW,https://twitter.com/gaelia47,0.575381679389313
@agri_viable,603,1990,Argentina,https://twitter.com/agri_viable,0.30301507537688444
@CynthiaBarrett,602,653,"Univ. of Washington, Seattle",https://twitter.com/CynthiaBarrett,0.9218989280245024
@greenasweegrow,602,631,California,https://twitter.com/greenasweegrow,0.9540412044374009
@maggotts50,602,1545,,https://twitter.com/maggotts50,0.3896440129449838
@spendermusic,601,415,Northcote,https://twitter.com/spendermusic,1.4481927710843374
@johegerty,601,703,Queensland,https://twitter.com/johegerty,0.8549075391180654
@Craig_Tidemann,601,1052,Sydney,https://twitter.com/Craig_Tidemann,0.5712927756653993
@ElViejoSaman,601,599,Bosque Tropical,https://twitter.com/ElViejoSaman,1.003338898163606
@RossieOwens,601,1959,"Brisbane, Australia",https://twitter.com/RossieOwens,0.3067891781521184
@UrbanSolarSA,601,1608,"Adelaide, South Australia",https://twitter.com/UrbanSolarSA,0.3737562189054726
@phildev,601,463,Sydney,https://twitter.com/phildev,1.2980561555075594
@GreatGuardians,601,530,Australia,https://twitter.com/GreatGuardians,1.1339622641509435
@247dealsinfo,600,1919,Australia,https://twitter.com/247dealsinfo,0.3126628452318916
@bensab3,600,249,Far North Queensland,https://twitter.com/bensab3,2.4096385542168677
@DrByars,600,2001,"Phoenix, AZ",https://twitter.com/DrByars,0.29985007496251875
@SJohnBray,600,1865,"Caboolture, Qld",https://twitter.com/SJohnBray,0.32171581769436997
@10Challenge,600,1135,,https://twitter.com/10Challenge,0.5286343612334802
@wamdap,600,1146,Nairobi Kenya,https://twitter.com/wamdap,0.5235602094240838
@B9Joker108,600,2001,"Melbourne, Australia",https://twitter.com/B9Joker108,0.29985007496251875
@rebeccagoodway,600,1500,,https://twitter.com/rebeccagoodway,0.4
@AGSEAlumniAssoc,599,1056,"Hawthorn, Victoria, Australia",https://twitter.com/AGSEAlumniAssoc,0.5672348484848485
@rzerezghi,599,697,,https://twitter.com/rzerezghi,0.8593974175035868
@_LandscapeGroup,599,1142,Melbourne,https://twitter.com/_LandscapeGroup,0.5245183887915937
@Solar_Quotes,599,393,Australia,https://twitter.com/Solar_Quotes,1.5241730279898218
@NfehoneNfeh,599,1996,Pakistan,https://twitter.com/NfehoneNfeh,0.3001002004008016
@SaveCuttlefish,599,999,"Whyalla, South Australia",https://twitter.com/SaveCuttlefish,0.5995995995995996
@Searchwords,599,1738,Melbourne,https://twitter.com/Searchwords,0.34464902186421176
@Marta_Calix,599,1636,,https://twitter.com/Marta_Calix,0.36613691931540343
@SusanGRnews,598,1894,QUEENSLAND,https://twitter.com/SusanGRnews,0.31573389651531153
@rose2011rj,598,1961,Rio de Janeiro-rj Brasil,https://twitter.com/rose2011rj,0.30494645588985214
@rooney_uni,598,1900,peru-lima,https://twitter.com/rooney_uni,0.31473684210526315
@TPGCo,598,571,Adelaide,https://twitter.com/TPGCo,1.0472854640980735
@ecoally,597,1157,NY & PA ,https://twitter.com/ecoally,0.5159896283491789
@blakkkr,597,1903,,https://twitter.com/blakkkr,0.3137151865475565
@LubeeUp,597,159,qld aus,https://twitter.com/LubeeUp,3.7547169811320753
@ZebuNation,596,272,Global,https://twitter.com/ZebuNation,2.1911764705882355
@andyg00d,596,1017,Australia,https://twitter.com/andyg00d,0.5860373647984267
@intrasiso,596,1949,,https://twitter.com/intrasiso,0.30579784504874297
@helixdigital,596,1872,"Prahran, VIC",https://twitter.com/helixdigital,0.31837606837606836
@Dean_Lynch_,596,2001,Australia,https://twitter.com/Dean_Lynch_,0.2978510744627686
@kaching4me,596,1096,"Allentown, PA",https://twitter.com/kaching4me,0.5437956204379562
@ruth_homes,596,941,"Victoria, Australia",https://twitter.com/ruth_homes,0.6333687566418703
@SaraMcQ,596,1161,Australia,https://twitter.com/SaraMcQ,0.5133505598621878
@JesCraigPiper,596,905,Australia,https://twitter.com/JesCraigPiper,0.6585635359116022
@Mishtum,596,269,Santa Tecla,https://twitter.com/Mishtum,2.2156133828996283
@milaana_org,595,635,Brisbane,https://twitter.com/milaana_org,0.937007874015748
@DylanWeiss2,595,1254,,https://twitter.com/DylanWeiss2,0.474481658692185
@OriginFoundtn,595,323,Australia,https://twitter.com/OriginFoundtn,1.8421052631578947
@fidel_issel,595,1963,"Cape Town,SA /\/\/\",https://twitter.com/fidel_issel,0.3031074885379521
@AlteredEgoShow,595,1507,Noosa Queensland,https://twitter.com/AlteredEgoShow,0.39482415394824155
@irissmythe,594,1324,,https://twitter.com/irissmythe,0.4486404833836858
@NativeBox,594,600,Sunshine Coast,https://twitter.com/NativeBox,0.99
@LattitudeAust,594,718,Australia,https://twitter.com/LattitudeAust,0.8272980501392758
@ourgreenoffice,594,555,www.facebook.com/ecoOffice,https://twitter.com/ourgreenoffice,1.0702702702702702
@yllac,594,1003,,https://twitter.com/yllac,0.5922233300099701
@earthmixx,593,1952,"London, UK",https://twitter.com/earthmixx,0.3037909836065574
@coracz,593,1307,"Sydney, Australia",https://twitter.com/coracz,0.45371078806426934
@Hlmartin83,593,923,@BAS_News,https://twitter.com/Hlmartin83,0.6424702058504875
@karenmcbride69,593,1439,,https://twitter.com/karenmcbride69,0.4120917303683113
@phillipa_holden,593,1301,Kangaroo Island,https://twitter.com/phillipa_holden,0.4558032282859339
@graeme62930974,593,1066,Gold Coast,https://twitter.com/graeme62930974,0.5562851782363978
@matt_nesham,593,1529,Solomon Islands,https://twitter.com/matt_nesham,0.38783518639633746
@ChatFood,593,894,"Perth, Western Australia",https://twitter.com/ChatFood,0.6633109619686801
@GreenProsecutor,593,1825,European Union,https://twitter.com/GreenProsecutor,0.32493150684931504
@AMCaldwell1,592,1665,Melbourne,https://twitter.com/AMCaldwell1,0.35555555555555557
@suehill,592,889,"Adelaide, Australia",https://twitter.com/suehill,0.6659167604049494
@Camping_InStyle,592,488,"Melbourne, Australia",https://twitter.com/Camping_InStyle,1.2131147540983607
@KerrieHall1,592,2005,"Cairns, Australia",https://twitter.com/KerrieHall1,0.29526184538653366
@angel4green,592,103,"Sydney, Australia",https://twitter.com/angel4green,5.747572815533981
@UCAJimUnit,591,954,"Melbourne, Victoria, Australia",https://twitter.com/UCAJimUnit,0.6194968553459119
@Daniell2012,591,1994,"Monterrey, Nuevo Leon, Mexico",https://twitter.com/Daniell2012,0.29638916750250754
@NorthcoteIND,591,1018,"Northcote, Victoria, Australia",https://twitter.com/NorthcoteIND,0.5805500982318271
@goodbyehunger,591,1968,"Katy, Texas",https://twitter.com/goodbyehunger,0.3003048780487805
@Dominic98765,591,1995,,https://twitter.com/Dominic98765,0.2962406015037594
@Plantic,591,1042," Australia, USA & Germany",https://twitter.com/Plantic,0.5671785028790787
@JaneDeany,591,1580,"Melbourne, Australia",https://twitter.com/JaneDeany,0.3740506329113924
@greenbizexpo,591,1968,"Atlanta, GA",https://twitter.com/greenbizexpo,0.3003048780487805
@StephenHahn,590,634,Bay of Plenty,https://twitter.com/StephenHahn,0.9305993690851735
@elephantidae96,590,1489,,https://twitter.com/elephantidae96,0.3962390866353257
@TRENTORIA,590,436,,https://twitter.com/TRENTORIA,1.353211009174312
@RexelEnergy,590,473,"Sydney, Australia.",https://twitter.com/RexelEnergy,1.2473572938689217
@SamLaRocca,590,432,melbourne,https://twitter.com/SamLaRocca,1.3657407407407407
@EcoMaris,590,1011,Qubec & Brazil,https://twitter.com/EcoMaris,0.5835806132542037
@MirelaGTulbure,590,1554,Sydney,https://twitter.com/MirelaGTulbure,0.37966537966537967
@Quantumnobel,590,1707,"Akure, Nigeria",https://twitter.com/Quantumnobel,0.3456356180433509
@JanLeese,590,1041,Queensland Australia,https://twitter.com/JanLeese,0.5667627281460135
@EcoArchitect808,590,316,"Honolulu, Hawaii",https://twitter.com/EcoArchitect808,1.8670886075949367
@GreenWiseLiving,590,1056,Australia & New Zealand,https://twitter.com/GreenWiseLiving,0.5587121212121212
@GasLandAus,589,81,Australia,https://twitter.com/GasLandAus,7.271604938271605
@Rob_Lutton,589,1324,"Sydney, NSW",https://twitter.com/Rob_Lutton,0.44486404833836857
@ACarroll100,589,1964,Sydney,https://twitter.com/ACarroll100,0.29989816700611
@Ragtee,589,2026,Norge/Australia,https://twitter.com/Ragtee,0.290720631786772
@jamescnorman,589,1244,Melbourne,https://twitter.com/jamescnorman,0.4734726688102894
@SaveOurSpit,588,419,"Gold Coast. Qld, Australia",https://twitter.com/SaveOurSpit,1.4033412887828163
@ourlastsharks,588,736,"Sydney, Australia",https://twitter.com/ourlastsharks,0.7989130434782609
@dan__reed,588,1001,http://t.co/VP5TTkaob7,https://twitter.com/dan__reed,0.5874125874125874
@hsdaustralia,588,1997,"Nunawading, Victoria",https://twitter.com/hsdaustralia,0.2944416624937406
@UTSBUiLD,588,915,Sydney,https://twitter.com/UTSBUiLD,0.6426229508196721
@USSPlanetEarth,587,1992,,https://twitter.com/USSPlanetEarth,0.29467871485943775
@SoMeDoh,587,1757,"Adelaide, South Australia",https://twitter.com/SoMeDoh,0.334092202618099
@aieshamorrison,587,1991,Seattle,https://twitter.com/aieshamorrison,0.29482672024108486
@lincolnrobinson,587,1586,Gordon NSW Australia,https://twitter.com/lincolnrobinson,0.37011349306431274
@JohnWJenR,587,2001,"Leavenworth, WA AR/CA./Austral",https://twitter.com/JohnWJenR,0.2933533233383308
@Kings_Cambridge,587,1018,University of Cambridge,https://twitter.com/Kings_Cambridge,0.5766208251473477
@DavidKhoury7,586,751,"Melbourne, Australia",https://twitter.com/DavidKhoury7,0.7802929427430093
@green_collars,586,1431,,https://twitter.com/green_collars,0.40950384346610763
@terrainNRM,586,235,"Innisfail, FNQ, Australia",https://twitter.com/terrainNRM,2.4936170212765956
@LEAN_Victoria,586,341,"Melbourne, Australia",https://twitter.com/LEAN_Victoria,1.718475073313783
@olemissfan04,586,1796,,https://twitter.com/olemissfan04,0.3262806236080178
@RogerEdgbaston,586,1961,Lower Marshes - TAS - OZ,https://twitter.com/RogerEdgbaston,0.29882712901580827
@Qhelp_children,586,1683,"Kiev, Ukraine",https://twitter.com/Qhelp_children,0.3481877599524658
@SaysJuliaKeady,586,1127,Bellarine Peninsula-Australia,https://twitter.com/SaysJuliaKeady,0.5199645075421473
@gourmetgarlic,586,1692,"Corndale, NSW, Australia",https://twitter.com/gourmetgarlic,0.3463356973995272
@rebecca_howden,585,1201,Melbourne,https://twitter.com/rebecca_howden,0.4870940882597835
@NRMSOUTH,585,671,"Hobart, Tasmania",https://twitter.com/NRMSOUTH,0.8718330849478391
@alotmeant,585,1198,UK,https://twitter.com/alotmeant,0.48831385642737896
@CAERESGResearch,585,1323,"Canberra, Australia",https://twitter.com/CAERESGResearch,0.4421768707482993
@healthyhabitat,585,1865,"Asheville, North Carolina",https://twitter.com/healthyhabitat,0.3136729222520107
@TeganDouglas,585,1194,,https://twitter.com/TeganDouglas,0.4899497487437186
@Mengelsman,585,714,Sydney,https://twitter.com/Mengelsman,0.819327731092437
@LorrTighe,584,1408,Melbourne Australia,https://twitter.com/LorrTighe,0.4147727272727273
@McEvoy_Mike,584,466,,https://twitter.com/McEvoy_Mike,1.2532188841201717
@JCraigMcN,584,2000,"Ottawa, Canada",https://twitter.com/JCraigMcN,0.292
@MikSkelton,584,1432,Melbourne,https://twitter.com/MikSkelton,0.40782122905027934
@petescarth,584,573,"Brisbane, Australia",https://twitter.com/petescarth,1.019197207678883
@kellyymackenzie,584,1156,Melbourne,https://twitter.com/kellyymackenzie,0.5051903114186851
@usmangiki,584,1249,Australia,https://twitter.com/usmangiki,0.4675740592473979
@Alfalfahouse,584,201,"113 Enmore Rd, Enmore NSW",https://twitter.com/Alfalfahouse,2.9054726368159205
@leossie,583,1860,,https://twitter.com/leossie,0.31344086021505374
@NurseNelleB,583,977,Orange,https://twitter.com/NurseNelleB,0.5967246673490276
@aliceWTw,582,1978,"Northern Rivers, NSW",https://twitter.com/aliceWTw,0.2942366026289181
@jesseadamsstein,582,767,"Sydney, Australia",https://twitter.com/jesseadamsstein,0.758800521512386
@cielo_in_melbs,582,1420,"Melbourne, Australia",https://twitter.com/cielo_in_melbs,0.4098591549295775
@thinkyouthwork,582,1493,"Bendigo, Australia",https://twitter.com/thinkyouthwork,0.3898191560616209
@liviasmith21,582,1902,,https://twitter.com/liviasmith21,0.305993690851735
@jsteffanoni,582,1704,"Melbourne, Victoria",https://twitter.com/jsteffanoni,0.3415492957746479
@sarah2he,581,929,Melbourne,https://twitter.com/sarah2he,0.6254036598493004
@GilesCrosse,581,1986,Bristol,https://twitter.com/GilesCrosse,0.29254783484390734
@NEENAus,581,1994,Australia,https://twitter.com/NEENAus,0.2913741223671013
@BuyieZakuza,581,1771,Durban(musgrave),https://twitter.com/BuyieZakuza,0.32806324110671936
@kkfox78,581,824,Melbourne,https://twitter.com/kkfox78,0.7050970873786407
@Sarah_Orr,581,625,Brisbane Australia,https://twitter.com/Sarah_Orr,0.9296
@chopstoppers,580,1994,NSW,https://twitter.com/chopstoppers,0.29087261785356067
@BMWHI,580,1426,"Blue Mountains, Australia",https://twitter.com/BMWHI,0.4067321178120617
@VicSeafood,580,481,"Victoria, Australia",https://twitter.com/VicSeafood,1.2058212058212059
@DesertPark,580,227,"Alice Springs, Australia ",https://twitter.com/DesertPark,2.555066079295154
@WildBushLuxury,579,290,,https://twitter.com/WildBushLuxury,1.9965517241379311
@EasyWaste,579,1972,Australia,https://twitter.com/EasyWaste,0.2936105476673428
@Ottilly,579,767,Fantasia (ok...Canberra),https://twitter.com/Ottilly,0.7548891786179922
@mtothehart,579,1715,Brisbane,https://twitter.com/mtothehart,0.33760932944606414
@DavidWhalan,579,1250,Melbourne,https://twitter.com/DavidWhalan,0.4632
@kuchonasaf,579,1704,,https://twitter.com/kuchonasaf,0.3397887323943662
@Sares_W,578,1271,"Melbourne, Australia",https://twitter.com/Sares_W,0.45476003147128247
@OK_bees,578,640,,https://twitter.com/OK_bees,0.903125
@LynneRedknap,578,1101,"Gold Coast, QLD",https://twitter.com/LynneRedknap,0.5249772933696639
@DomCareerLounge,578,1957,"Melbourne, AUS",https://twitter.com/DomCareerLounge,0.29535002554931017
@JamesHarrisonAU,578,422,"Melbourne, Australia",https://twitter.com/JamesHarrisonAU,1.3696682464454977
@GrasslandSocSA,578,459,"Middelburg EC, South Africa",https://twitter.com/GrasslandSocSA,1.2592592592592593
@CindyHelens,578,696,"Brisbane, QLD",https://twitter.com/CindyHelens,0.8304597701149425
@moondogs10,577,1999,Central Coast,https://twitter.com/moondogs10,0.28864432216108055
@rentaruminant,577,1995,Washington,https://twitter.com/rentaruminant,0.28922305764411027
@CleutaPaixao,577,1724,MATO GROSSO / GOIS ,https://twitter.com/CleutaPaixao,0.33468677494199534
@DamianMorrant,577,1047,Cairns,https://twitter.com/DamianMorrant,0.5510983763132761
@loislmas,577,1038,Australia,https://twitter.com/loislmas,0.5558766859344894
@HelikroHolidays,577,1919,Nugegoda Sri lanka. ,https://twitter.com/HelikroHolidays,0.3006774361646691
@TheYarraRiver,577,767,"Melbourne, Victoria, Australia",https://twitter.com/TheYarraRiver,0.7522816166883963
@Hojpojj,576,1171,Sydney,https://twitter.com/Hojpojj,0.4918872758326217
@buytheworldhope,576,1333,,https://twitter.com/buytheworldhope,0.43210802700675166
@Sherryn_G,576,1572,Australia,https://twitter.com/Sherryn_G,0.366412213740458
@anubisbastet,576,1220,Earth,https://twitter.com/anubisbastet,0.4721311475409836
@Susi_Hamilton,576,1582,"Sydney, Australia",https://twitter.com/Susi_Hamilton,0.3640960809102402
@LeslieFlinn,576,1806,"DC, NYC, & Westport, CT",https://twitter.com/LeslieFlinn,0.31893687707641194
@ConTrekk,576,2000,,https://twitter.com/ConTrekk,0.288
@DocumentaryAust,576,394,Sydney,https://twitter.com/DocumentaryAust,1.4619289340101522
@criticonaustral,575,2007,punta arenas  CHILE,https://twitter.com/criticonaustral,0.28649725959143
@easylaundrymy,575,1408,Malaysia,https://twitter.com/easylaundrymy,0.4083806818181818
@stleoscience,575,1907,Alaska/Florida,https://twitter.com/stleoscience,0.3015207131620346
@kiwipaulb,575,799,Melbourne,https://twitter.com/kiwipaulb,0.7196495619524406
@Thom_Mitchell,575,686,Sydney Australia,https://twitter.com/Thom_Mitchell,0.8381924198250729
@byronbaywebhost,575,1733,Byron Bay,https://twitter.com/byronbaywebhost,0.3317945758799769
@mattcollins,575,645,"Brisbane, Australia",https://twitter.com/mattcollins,0.8914728682170543
@MillionTreesLA,575,167,"Los Angeles, CA",https://twitter.com/MillionTreesLA,3.44311377245509
@ClimateCampNSW,575,750,Australia,https://twitter.com/ClimateCampNSW,0.7666666666666667
@SeaBountyMussel,575,594,"Portarlington, Vic.",https://twitter.com/SeaBountyMussel,0.968013468013468
@mapconsultancy,575,1872,"Waikato, New Zealand",https://twitter.com/mapconsultancy,0.3071581196581197
@WetlandCare,574,96,Australia,https://twitter.com/WetlandCare,5.979166666666667
@peopleparks,574,584,Australia,https://twitter.com/peopleparks,0.9828767123287672
@MilkCaramel_SYD,574,886,Sydney,https://twitter.com/MilkCaramel_SYD,0.6478555304740407
@beautifulprojct,574,1888,"New York, NY",https://twitter.com/beautifulprojct,0.3040254237288136
@PMilstein,574,844,Australia and USA,https://twitter.com/PMilstein,0.6800947867298578
@AccitePeace,574,529,"British Columbia, Canada",https://twitter.com/AccitePeace,1.0850661625708884
@touristfilms,573,729,London,https://twitter.com/touristfilms,0.7860082304526749
@sjwilliams1901,573,1445,BNE - QLD - AUSTRALIA,https://twitter.com/sjwilliams1901,0.3965397923875433
@PeteCroftsAHHA,573,1992,147 poath rd murrumbeena,https://twitter.com/PeteCroftsAHHA,0.2876506024096386
@BenPugsley,573,845,"bells beach, australia. ",https://twitter.com/BenPugsley,0.6781065088757396
@AssocOnline,572,1101,Sydney AU,https://twitter.com/AssocOnline,0.51952770208901
@mattwicking,572,702,"Melbourne, Australia",https://twitter.com/mattwicking,0.8148148148148148
@HabitatSuffolk,572,741,"Middle Island, New York",https://twitter.com/HabitatSuffolk,0.7719298245614035
@kmcilwain,572,660,"Wollongong, Australia",https://twitter.com/kmcilwain,0.8666666666666667
@SustainInsight,572,233,Australia,https://twitter.com/SustainInsight,2.4549356223175964
@KristinG63,572,679,"Yarra Valley, Victoria",https://twitter.com/KristinG63,0.8424153166421208
@toconnor,572,676,Melbourne,https://twitter.com/toconnor,0.8461538461538461
@tony_goodfellow,572,1737,"Wathaurung country, Australia",https://twitter.com/tony_goodfellow,0.32930339666090963
@MegRoberts3,572,1477,Echuca Australia,https://twitter.com/MegRoberts3,0.38727149627623564
@lauzi_83,572,983,Melbourne,https://twitter.com/lauzi_83,0.5818921668362157
@jane_shields,571,1301,"Sydney, Australia",https://twitter.com/jane_shields,0.4388931591083782
@XantheRivett,571,945,Australia,https://twitter.com/XantheRivett,0.6042328042328042
@HughCodesign,571,1650,Melbourne ,https://twitter.com/HughCodesign,0.34606060606060607
@growurbansprout,571,1156,"Adelaide, Australia",https://twitter.com/growurbansprout,0.4939446366782007
@CapeCodBayWatch,571,1311,"Plymouth, Massachusetts",https://twitter.com/CapeCodBayWatch,0.43554538520213576
@kingadzmusic,571,1993,Gloucester uk,https://twitter.com/kingadzmusic,0.28650275965880584
@energy_today,571,199,,https://twitter.com/energy_today,2.869346733668342
@intellisocket,571,1725,Australia,https://twitter.com/intellisocket,0.3310144927536232
@dragon_lady1952,571,1198,Land of OZ,https://twitter.com/dragon_lady1952,0.4766277128547579
@Paul_Samber,571,1188,,https://twitter.com/Paul_Samber,0.48063973063973064
@camillenathania,570,508,"Brisbane, Australia",https://twitter.com/camillenathania,1.1220472440944882
@jessminshall,570,1679,"Sydney, Australia.",https://twitter.com/jessminshall,0.33948779035139964
@DavidGooding2,570,1967,The Pep's Rep. of Melbourne,https://twitter.com/DavidGooding2,0.28978139298423994
@SMCoates,569,791,Sydney via Brisbane,https://twitter.com/SMCoates,0.7193426042983565
@bulga99,569,987,NSW Australia,https://twitter.com/bulga99,0.5764944275582573
@StopCSGSydney,569,144,Sydney,https://twitter.com/StopCSGSydney,3.951388888888889
@petermadden2u,569,900,Hobart Australia,https://twitter.com/petermadden2u,0.6322222222222222
@Cam_Wheatley,568,1135,Melbourne,https://twitter.com/Cam_Wheatley,0.5004405286343613
@glennlsmith,568,981,Melbourne,https://twitter.com/glennlsmith,0.5790010193679919
@STJOHNSCGD,568,1879,St. John's University,https://twitter.com/STJOHNSCGD,0.30228845130388504
@VicSRC,568,679,"Victoria, Australia",https://twitter.com/VicSRC,0.8365243004418262
@LandcareQLD,568,134,Queensland,https://twitter.com/LandcareQLD,4.2388059701492535
@mpalalive,568,1595,"Mpala Research Centre, Kenya",https://twitter.com/mpalalive,0.3561128526645768
@pmgcompost,568,1971,Melbourne Australia,https://twitter.com/pmgcompost,0.28817858954845255
@RevolveSolar,568,1026,"Northern CA and Austin, TX",https://twitter.com/RevolveSolar,0.5536062378167641
@LizwaMc,568,2001,Marrickville,https://twitter.com/LizwaMc,0.28385807096451776
@ATVP_inc,568,716,565 King St Newtown NSW,https://twitter.com/ATVP_inc,0.7932960893854749
@mbwa_mwitu,567,1965,Europe,https://twitter.com/mbwa_mwitu,0.2885496183206107
@paretotweets,567,230,,https://twitter.com/paretotweets,2.465217391304348
@InfoactivGroup,567,1027,Australia,https://twitter.com/InfoactivGroup,0.5520934761441091
@susanhutchinso4,567,987,Mid Nrth Coast NSW australia,https://twitter.com/susanhutchinso4,0.574468085106383
@ASYNSIS,567,2028,Hong Kong - Shanghai - London,https://twitter.com/ASYNSIS,0.27958579881656803
@BeyondBuilding,567,803,Australia,https://twitter.com/BeyondBuilding,0.7061021170610212
@ArmandoDeAndaJr,567,1954,"San Francisco, CA, USA",https://twitter.com/ArmandoDeAndaJr,0.2901740020470829
@matthewngOz,567,1683,"Sydney, Australia",https://twitter.com/matthewngOz,0.33689839572192515
@GIWIFI,567,1254,"Bellingham, Washington",https://twitter.com/GIWIFI,0.45215311004784686
@BillHarvey6,567,877,"Hobart, Tasmania",https://twitter.com/BillHarvey6,0.6465222348916762
@Liz_Jakimow,567,1824,"Queanbeyan, Australia",https://twitter.com/Liz_Jakimow,0.31085526315789475
@devilsatcradle,567,414,Cradle Mountain Tasmania,https://twitter.com/devilsatcradle,1.3695652173913044
@HomeFresh_Org,567,1763,"Brisbane, Australia",https://twitter.com/HomeFresh_Org,0.3216108905275099
@WomynRD,566,1768,"New Castle, PA",https://twitter.com/WomynRD,0.3201357466063348
@megespfeffer,566,1274,Australia,https://twitter.com/megespfeffer,0.44427001569858715
@UrbanLorax,566,1214,Melbourne,https://twitter.com/UrbanLorax,0.46622734761120266
@GreenBazaarAu,566,1523,"Whian Whian, Australia",https://twitter.com/GreenBazaarAu,0.3716349310571241
@brcsnepal,566,1878,"Kathamndu, Nepal",https://twitter.com/brcsnepal,0.30138445154419596
@ThinIceClimate,566,862,"Wellington, New Zealand",https://twitter.com/ThinIceClimate,0.6566125290023201
@veeccjsc,566,1852,Vietnam,https://twitter.com/veeccjsc,0.30561555075593955
@yarramanbully,565,859,,https://twitter.com/yarramanbully,0.6577415599534342
@lpoliszcuk,565,1254,Sydney,https://twitter.com/lpoliszcuk,0.45055821371610844
@GeoffLawyer,564,1172,Mt Martha ,https://twitter.com/GeoffLawyer,0.4812286689419795
@NicReiss,564,1027,"Hawaiian Paradise Park, HI",https://twitter.com/NicReiss,0.549172346640701
@Kaurs_united,564,1255,"Sydney, Australia",https://twitter.com/Kaurs_united,0.44940239043824703
@Just4theplanet1,564,1674,United Kingdom,https://twitter.com/Just4theplanet1,0.33691756272401435
@LukaKemp,564,354,"Canberra, Australia",https://twitter.com/LukaKemp,1.5932203389830508
@BayanEnergy,564,1505,Udaipur,https://twitter.com/BayanEnergy,0.37475083056478403
@clivelam,563,826,"Sydney, Australia",https://twitter.com/clivelam,0.6815980629539952
@bdvz,563,740,#inthe ,https://twitter.com/bdvz,0.7608108108108108
@BPWMidCity,563,1326,"Melbourne, Australia",https://twitter.com/BPWMidCity,0.42458521870286575
@MAMWellingtonFL,563,1980,"Wellington, Florida ~ USA",https://twitter.com/MAMWellingtonFL,0.28434343434343434
@RecycleEvrythng,563,538,"Portland, OR",https://twitter.com/RecycleEvrythng,1.046468401486989
@MsLisaMMarshall,563,1996,NW Tas Coast/Cradle Mountain,https://twitter.com/MsLisaMMarshall,0.282064128256513
@fakeNSWMC,563,961,,https://twitter.com/fakeNSWMC,0.5858480749219563
@RoarMaterials,563,1367,Worldwide,https://twitter.com/RoarMaterials,0.41185076810534016
@ArfulD,562,1767,Rainbow region,https://twitter.com/ArfulD,0.3180531975099038
@GeoDemocritus,562,1987,Terra Firma,https://twitter.com/GeoDemocritus,0.2828384499245093
@TriciaEco,562,364,"Newcastle, Australia",https://twitter.com/TriciaEco,1.543956043956044
@tkbollinger,562,818,"Melbourne, Australia",https://twitter.com/tkbollinger,0.687041564792176
@SOLOPISCIS,562,497,,https://twitter.com/SOLOPISCIS,1.130784708249497
